-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,66,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,66,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,66,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,66,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,66,90,90,90,90,90,90,60,61,62,90,90,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,90,90,90,90,90,90,70,71,72,90,90,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,90,63,90,90,90,90,80,71,71,71,62,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,90,73,90,90,90,90,90,71,71,71,72,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,60,50,51,52,90,90,60,61,71,71,71,82,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,70,71,71,90,90,90,70,71,71,71,71,62,90,90,90,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,80,81,71,62,90,90,80,81,82,70,71,72,90,60,61,62,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,70,71,72,90,90,90,90,90,80,81,82,90,71,71,52,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,80,81,82,90,90,90,90,90,90,90,90,50,71,71,90,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,-1,-1,90,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1,66,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,-1,-1,-1,-1,-1
