-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,90,90,90,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,60,61,62,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1
-1,-1,-1,-1,-1,90,90,90,90,90,90,90,90,70,71,72,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1
-1,-1,-1,90,90,90,53,90,90,90,60,61,62,80,71,71,90,90,90,90,90,90,90,90,90,90,-1,-1,-1,-1
-1,-1,-1,90,90,90,90,90,90,90,70,71,72,90,71,71,71,51,52,90,90,90,90,90,90,90,-1,-1,-1,-1
-1,-1,-1,90,90,90,90,90,90,90,80,71,71,62,70,71,72,90,90,90,90,60,61,62,90,90,90,-1,-1,-1
-1,-1,-1,90,90,90,90,90,53,90,90,71,71,72,80,81,82,90,90,63,90,70,71,71,61,62,90,90,-1,-1
-1,-1,-1,90,90,90,90,90,90,60,61,71,81,82,90,90,90,90,90,73,90,80,81,71,71,72,90,90,90,-1
-1,-1,-1,-1,90,90,90,90,90,70,71,72,90,90,90,90,90,90,90,83,90,90,90,80,71,71,62,90,90,90
-1,-1,-1,-1,90,90,90,90,90,80,81,82,90,90,90,90,60,61,62,90,90,90,90,90,70,71,72,90,90,90
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,90,90,90,70,71,72,90,90,90,90,90,80,81,71,61,62,90
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,90,90,90,80,81,82,90,90,90,90,90,90,90,70,71,72,90
-1,-1,-1,-1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,60,61,62,90,80,81,90,90
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,72,-1,-1,-1,-1,90
